Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Change from Open,Gap,buffett_class,buffett_binary
TMO,,,,,148680000000.0,23.11,393.87,-0.0165,1298288.0,15.93,2.89,3.46,3.01,24.91,22.09,0.0206,0.1067,0.1252,0.0799,0.1157,0.0042,0.0664,0.1373,0.0807,1.77,1.38,0.64,0.69,0.4056,0.1814,0.1519,,0.79,13.59,-0.0481,-0.1207,-0.2641,-0.3725,0.0089,36.0,0.0005,-0.0167,0,0
TMUS,,,,,275140000000.0,23.62,242.32,0.0062,1867482.0,19.08,1.54,3.33,4.51,22.44,17.88,0.1076,0.1877,0.1924,0.1538,0.1416,0.0144,0.0566,0.1935,0.0704,1.16,1.08,1.77,1.98,0.4844,0.226,0.1441,,0.64,5.93,-0.0038,-0.0394,0.0458,-0.1225,0.4775999999999999,45.87,0.0067,0.0008,0,0
TOL,,,,,10340000000.0,7.72,104.01,-0.0012,799983.0,7.24,3.59,0.97,1.29,15.06,12.62,-0.0702,0.0296,0.301,0.0215,0.0897,0.0093,0.1006,0.1809,0.1284,4.01,0.24,0.35,0.35,0.2664999999999999,0.1685,0.1295,,1.36,3.31,-0.0019,0.017,-0.1977,-0.3868999999999999,0.1992,50.84,0.0118,-0.0136,0,0
TOST,,,,,24740000000.0,182.39,42.77,0.0021,2068045.0,38.31,4.8,4.73,14.73,16.59,60.55,0.6684,0.2047,,0.379,0.5219,,0.0689,0.1106,0.0938,2.42,2.29,0.01,0.01,0.2459,0.0245,0.0304,,2.03,1.64,0.0648,0.1667,0.2445,-0.0628,1.0027,63.56,0.0166,-0.0159,0,0
TPG,,,,,17430000000.0,,47.16,0.0036,790625.0,16.39,,4.7,7.07,20.84,,-0.0118,0.4185,,0.1972,0.3026,0.039,0.0002,0.0024,0.0006,,,2.51,2.55,0.9639,0.0282,0.0005,,1.54,1.99,-0.0339,-0.0051,-0.1759,-0.354,0.2565,45.22,0.0249,-0.0210999999999999,0,0
TPR,,,,,16050000000.0,20.34,77.3,-0.0214,1550913.0,14.33,1.64,2.33,10.73,15.16,17.96,0.1782,0.0655999999999999,0.096,0.1235,0.0285,0.018,0.0817,0.4027,0.1719,1.76,1.22,2.35,2.75,0.7117,0.2037,0.125,,1.48,2.66,-0.002,0.0729,0.2507,-0.1506,1.1903,52.63,0.0079,-0.0308,0,0
TRGP,,,,,34900000000.0,29.56,160.86,0.0111,622346.0,17.21,1.27,2.06,14.22,154.17,54.39,0.3032999999999999,0.2365,,0.2327,0.2178999999999999,0.025,0.0548,0.4637,0.0664,0.65,0.57,6.34,6.61,0.2066,0.1839,0.0708,,1.1,5.7,-0.0253,-0.0886999999999999,-0.0926,-0.2664,0.4105,40.77,0.0167,-0.009,0,0
TRMB,,,,,16860000000.0,11.5,70.65,-0.002,347548.0,21.52,1.15,4.72,3.09,58.14,40.16,0.0166,0.1336,0.2451,0.1003,0.0269,,0.1662,0.31,0.2223,0.84,0.72,0.26,0.26,0.6325999999999999,0.1465,0.424,,1.68,1.82,0.0435,0.0844999999999999,0.0686,-0.0915,0.4526,63.51,0.0163999999999999,-0.0179,0,0
TROW,,,,,20580000000.0,10.6,93.4,-0.0112,430419.0,11.08,,2.89,1.99,7.25,9.77,-0.1133,0.018,0.0102,-0.0264,0.0561,0.0542999999999999,0.1463,0.1946999999999999,0.18,,,0.05,0.05,0.807,0.3379,0.2764,,1.52,2.24,-0.0014,0.0237999999999999,-0.1211,-0.258,0.1991,49.81,0.0091,-0.0206,0,0
TRP,,,,,52210000000.0,16.57,50.23,0.0146,478391.0,17.66,,4.69,2.99,38.33,16.71,-0.1318,0.0878999999999999,0.0003,-0.0107,0.0054,0.0487999999999999,0.037,0.1589,0.0529,0.7,0.63,2.09,2.24,0.4736999999999999,0.4155,0.2827,,0.81,1.03,0.0081,0.0316,0.0861,-0.0208,0.4882999999999999,56.2,0.0147,0.0006,0,0
TRU,,,,,16340000000.0,44.86,83.75,-0.0087,928777.0,17.6,3.3,3.84,3.72,26.67,31.78,0.0409999999999999,0.1687,-0.0438,0.1359,0.1001,0.0056,0.0334,0.0868,0.0387,2.05,2.05,1.16,1.18,0.4704,0.2034,0.0863,,1.65,3.29,-0.0335,0.0165,-0.1063,-0.2603999999999999,0.2608,46.75,0.0092,-0.0183,0,0
TRV,,,,,61360000000.0,14.75,270.83,-0.0009,319081.0,10.99,1.9,1.31,2.18,,6.84,-0.1278999999999999,0.3087,0.1669,0.0774,0.0808,0.0161,0.035,0.1605,0.1173,0.33,,0.28,0.28,,0.1206,0.0902,,0.54,5.16,0.0098999999999999,0.0387,0.0951,-0.0149,0.3532,58.01,-0.0022,0.0016,2,1
TS,,,,,17730000000.0,9.93,32.54,0.0046,463305.0,9.48,,1.48,1.02,5.29,7.92,-0.0501,0.0015,0.2348,-0.0022,0.1766,0.0503,0.0857,0.1045,0.1046,4.08,2.53,0.01,0.03,0.3332,0.1913,0.1505,,1.24,0.81,-0.0321,-0.0694,-0.0626999999999999,-0.2034,0.1951,38.86,0.012,-0.0068,0,0
TSCO,,,,,26480000000.0,24.84,49.95,0.0056,1657800.0,21.67,3.07,1.77,11.84,114.16,43.22,0.0209,0.1054,0.1698,0.0807,0.1267,0.0185,0.1085999999999999,0.4962,0.1425,1.41,0.17,2.39,2.57,0.3322,0.0972,0.0724,,0.76,1.4,-0.0236,-0.0338,-0.085,-0.1888,0.0653,42.82,0.0141999999999999,-0.0093,0,0
TSLA,,,,,1101720000000.0,188.36,342.52,0.0043,59570939.0,113.11,9.62,11.5,14.77,29.44,162.42,-0.1664999999999999,0.5006,,0.1957,0.3402,,0.0542999999999999,0.0916,0.0751999999999999,2.0,1.54,0.13,0.18,0.1766,0.074,0.0665,,2.47,16.16,0.0983,0.2372,0.1452,-0.2986,1.0469,65.67,0.0163999999999999,-0.0113999999999999,0,0
TSM,,,,,997330000000.0,24.74,192.32,-0.0197,5992885.0,17.79,1.12,10.31,7.19,12.24,32.11,0.3576,0.1582,0.2675,0.2208,0.2225,0.0144,0.2037,0.3211,0.2398,2.39,2.18,0.22,0.24,0.5602,0.4719,0.4168,,1.28,5.74,0.0528,0.1258,0.0404,-0.1507,0.4396,63.67,0.0015,-0.0214,0,0
TSN,,,,,19240000000.0,20.99,55.1,-0.0069,1158490.0,13.53,1.17,0.36,1.05,19.39,14.98,0.242,0.0576999999999999,-0.1601,0.1794,0.0481,0.0359,0.0248,0.0501,0.0344,1.67,0.69,0.44,0.49,0.0684,0.0316,0.017,,0.59,1.19,-0.0323,-0.0716,-0.081,-0.1759,0.0281,38.19,-0.0005,-0.0060999999999999,0,0
TT,,,,,94890000000.0,35.4,425.48,0.0029,300734.0,29.34,2.7,4.67,12.68,110.12,33.92,0.1510999999999999,0.1211999999999999,0.14,0.1309,0.0892999999999999,0.0087,0.1401,0.3845,0.2398,1.09,0.74,0.52,0.64,0.3593,0.1815,0.1347,,1.17,9.75,0.043,0.1574,0.1361,-0.0196,0.4257999999999999,72.22,0.0126,-0.0105,0,0
TTD,,,,,36490000000.0,90.82,74.26,-0.0009,2560068.0,35.09,5.65,14.18,13.41,20.94,52.42,0.0718,0.1877,0.2815,0.1605,0.3007999999999999,,0.0795,0.1687999999999999,0.1383,1.81,1.81,0.1,0.12,0.8011,0.1762999999999999,0.1604,,1.38,3.38,0.1115,0.2713,-0.2391,-0.4757,0.7273000000000001,65.55,0.0286,-0.0295,0,0
TTE,,,,,128630000000.0,9.65,57.93,-0.004,761068.0,7.81,3.85,0.67,1.09,4.42,8.28,-0.0837,0.0411,0.0963,0.0250999999999999,0.0745,0.0634,0.0484,0.1175,0.0848,1.07,0.86,0.39,0.5,0.1256,0.1256,0.0725,,0.58,1.07,-0.0093,-0.0297,-0.0586,-0.2076,0.0978,44.62,0.0085,-0.0121999999999999,0,0
TTWO,,,,,40050000000.0,,225.73,-0.0012,854297.0,25.01,,7.1,18.68,27.02,,0.3540999999999999,1.6469,,0.5754,0.1421,,-0.4185999999999999,-1.1476,-0.8898,0.78,0.78,1.35,1.92,0.5108,-0.1175,-0.795,,1.04,7.36,-0.0134,0.0373,0.2110999999999999,-0.0635,0.6673,50.91,-0.0019,-0.0004,0,0
TU,,,,,24360000000.0,28.37,16.08,0.0059,775108.0,20.01,3.92,1.67,2.25,34.57,17.84,0.0281,0.0693,-0.1492,0.0723,0.0615,0.0739,0.0206,0.0751,0.0302,0.64,0.59,1.6,1.93,0.153,0.153,0.0584,,0.76,0.27,0.0354,0.0764,0.0491,-0.0683,0.2148999999999999,64.96,-0.0016,0.0075,0,0
TW,,,,,34520000000.0,59.97,145.98,0.0131,320699.0,38.04,4.41,18.88,5.24,26.37,39.01,0.1719,0.1204,0.3423,0.1359,0.1753,0.0033,0.0709,0.0914,0.0876,4.81,4.81,0.01,0.01,0.8723000000000001,0.4225,0.2865,,0.84,3.78,0.0216,0.0431,0.1159,-0.0445,0.4436,58.99,0.0161,-0.0038,0,0
TWLO,,,,,17410000000.0,,114.03,-0.016,749317.0,21.53,,3.8,2.18,7.11,26.43,0.2442,0.1596,0.2251,0.1936,0.3343,,-0.0032,-0.0039,-0.0038,4.78,4.78,0.13,0.14,0.4949,0.0060999999999999,-0.0074,,1.29,3.95,0.0583,0.1481,0.1986,-0.2498999999999999,1.1706,63.77,0.0031,-0.0194,0,0
TXN,,,,,160220000000.0,33.41,176.36,-0.0214,3823979.0,26.42,2.28,9.97,9.76,31.98,110.0,0.0628,0.2064,-0.0016,0.1467,0.0266999999999999,0.0311,0.1413,0.2904,0.1657,5.26,3.37,0.78,0.78,0.5802,0.3429,0.3021,,0.98,5.9,0.0101,0.0406,-0.0726,-0.2001,0.2596,51.83,-0.0026,-0.0192999999999999,1,1
TXRH,,,,,12590000000.0,29.27,189.84,0.0059,241481.0,24.98,3.07,2.29,9.13,56.95,31.97,0.0366,0.1326,0.2134,0.0951999999999999,0.1575,0.0141,0.1442,0.3354999999999999,0.1923,0.47,0.41,0.64,0.66,0.1405,0.0993,0.0789,,0.89,4.62,0.0527,0.1045,0.0667,-0.079,0.2759,65.74,0.0174,-0.0116999999999999,0,0
TXT,,,,,13180000000.0,16.52,72.99,-0.0067,271722.0,10.58,1.43,0.95,1.81,10.58,24.26,0.118,0.126,0.0433,0.1153,0.0043,0.0011,0.0498,0.1169999999999999,0.0757,1.66,0.69,0.51,0.56,0.1885,0.0616,0.0598,,1.17,1.86,0.0006,0.0331,-0.0775,-0.228,0.2652,52.24,0.0107,-0.017,0,0
UAL,,,,,24370000000.0,6.8,74.62,-0.0181,2403682.0,6.04,0.66,0.42,1.93,1.57,5.04,-0.0187999999999999,0.1844,-0.0398,0.1027999999999999,0.2082999999999999,,0.0495,0.3357,0.0876,0.78,0.72,2.31,2.61,0.2958,0.0969999999999999,0.0634,,1.44,3.99,-0.0078,0.0445,-0.0391,-0.3569,1.0151,50.08,0.0113,-0.0293,0,0
UBER,,,,,184340000000.0,15.37,88.15,0.0017,10057755.0,24.99,,4.06,8.39,25.32,23.67,-0.3642,0.2162,,-0.0034999999999999,0.3198999999999999,,0.2659,0.7439,0.3867,1.02,1.02,0.45,0.51,0.3207,0.0997,0.2707,,1.4,3.04,0.021,0.1256,0.2009,-0.0591,0.6059,59.28,0.0085,-0.0076,0,0
UBS,,,,,97690000000.0,21.19,31.85,-0.0085,1116880.0,10.86,0.6,1.16,1.16,,233.11,0.3385,0.4407,0.0624,0.3531,0.2702,0.031,0.0032,0.0583,0.0121,3.36,,3.76,4.28,,0.0732,0.0599,,1.17,0.68,0.0064,0.0431,0.0222,-0.098,0.2557,53.85,0.0096,-0.0187,0,0
UDR,,,,,13050000000.0,110.24,39.4,-0.0175,1110775.0,64.85,2.69,7.77,3.97,391.97,20.74,1.2608,0.0341,-0.165,0.4097,0.0785,0.0438999999999999,0.0112,0.034,0.013,,,1.72,1.85,0.2245,0.1734,0.0704,,0.83,0.95,-0.0592,-0.0652,-0.0891,-0.1704,0.0769,35.46,-0.0139,-0.003,0,0
UL,,,,,159150000000.0,25.71,63.69,0.006,786930.0,17.82,3.74,2.42,7.61,20.58,19.89,0.0867,0.0572,0.0070999999999999,0.0687,0.025,0.0327,0.075,0.3053,0.135,0.76,0.56,1.22,1.53,,0.184,0.0944999999999999,,0.42,0.9,0.0141999999999999,0.0366999999999999,0.0550999999999999,-0.0335,0.19,58.62,0.005,0.0006,0,0
UMC,,,,,19690000000.0,14.4,7.84,-0.0285,5350365.0,12.88,2.76,2.72,1.67,5.6,28.53,-0.0933,0.1583999999999999,0.3472,0.0521,0.105,0.0504999999999999,0.0785,0.1165,0.1033999999999999,2.63,2.14,0.13,0.18,0.3004,0.2059,0.1893,,1.09,0.2,0.0397,0.1128999999999999,0.0921,-0.1278,0.3993,63.75,0.0038,-0.031,0,0
UNH,,,,,266600000000.00003,12.29,293.89,-0.0093999999999999,11382437.0,11.18,5.02,0.65,2.81,,10.7,-0.1789,0.1543999999999999,0.016,0.0243999999999999,0.1061,0.0296,0.0744,0.2433,0.1329,0.85,,0.75,0.86,,0.0816,0.0538999999999999,,0.48,20.21,-0.1711,-0.3471,-0.4429999999999999,-0.5339,0.1812,26.84,-0.0067,-0.0024,1,1
UNM,,,,,13930000000.0,9.42,79.89,0.0032,305432.0,8.14,1.1,1.09,1.25,,,0.0579,0.0983,0.1253,0.0857,0.0165,0.0222,0.0291,0.1467999999999999,0.1071,,,0.31,0.33,,0.1795,0.1231,,0.42,1.82,-0.002,0.0101,0.1319,-0.0545,0.6511,50.81,0.0138,-0.0105,0,0
UNP,,,,,133100000000.0,20.07,222.77,-0.0004,1044636.0,17.38,2.46,5.48,8.31,92.68,22.63,0.038,0.1119,0.0575,0.0816,0.0264,0.0242,0.0992,0.4246999999999999,0.142,0.73,0.61,1.96,2.11,0.4539,0.3990999999999999,0.2777,,1.06,4.66,0.0049,-0.0078,-0.0605,-0.1378,0.0872,48.65,0.0108,-0.0123,0,0
UPS,,,,,81010000000.0,13.95,95.67,-0.0135,1385869.0,12.06,3.79,0.89,5.17,15.99,15.07,-0.0877,0.1261,0.0576,0.0368,0.0463,0.0684999999999999,0.0861,0.3596,0.1514,1.09,1.09,1.47,1.63,0.1815,0.0962,0.0646,,1.2,2.5,-0.0153,-0.0591,-0.2092,-0.354,0.0569,42.79,0.0021,-0.0152,0,0
USB,,,,,66940000000.0,10.64,42.96,-0.0036,2515569.0,8.97,0.92,1.59,1.26,,8.04,0.1424,0.1058,-0.0186,0.1159999999999999,0.1209,0.0472,0.0098,0.115,0.0525,0.58,,1.0,1.28,,0.1992,0.15,,1.02,1.02,0.01,0.0424,-0.0615,-0.2037,0.2219,54.31,0.0181,-0.0209,0,0
USFD,,,,,17670000000.0,35.1,76.39,0.0067,746019.0,16.77,1.88,0.46,3.82,174.63,16.21,0.2101,0.193,0.0296,0.1859,0.087,,0.039,0.1116,0.0566,1.17,0.74,1.02,1.09,0.1737999999999999,0.0339,0.0138,,1.43,1.79,0.062,0.1361,0.1648,-0.0246,0.5236,70.0,0.0136,-0.0087,0,0
V,,,,,688420000000.0,36.11,355.01,-0.0083,2364076.0,27.86,2.86,18.29,18.55,39.06,33.54,0.1268999999999999,0.1243,0.1334,0.1263,0.0969,0.0068,0.2121,0.5003,0.3581,1.08,1.08,0.44,0.55,0.7709999999999999,0.6739,0.5221,,0.94,6.79,0.0042,0.0372,0.1266,-0.0389,0.4039999999999999,54.4,-0.0009,-0.008,1,1
VALE,,,,,40960000000.0,7.07,9.6,0.0016,18914276.0,5.48,0.88,1.08,1.16,10.22,37.21,0.2115,0.0044,,0.0803,0.019,0.0856,0.0663,0.1598,0.1144999999999999,1.11,0.74,0.44,0.46,0.3531,0.2828,0.1538,,0.82,0.22,0.0051,0.0022,-0.0246,-0.2122,0.1912,51.19,0.0153,-0.0136,0,0
VEEV,,,,,38020000000.0,53.89,233.33,-0.0093,376976.0,28.87,4.64,13.82,6.5,7.37,35.5,0.1066,0.1052,0.1784,0.1159,0.2027,,0.1077999999999999,0.1363,0.1211,4.51,4.51,0.01,0.01,0.7453,0.2517,0.26,,0.93,6.1,-0.0153,0.0124,0.0529,-0.0994999999999999,0.3695,48.57,0.0033,-0.0133,0,0
VG,,,,,27790000000.0,,11.49,0.0461,3096147.0,11.77,,,5.67,7.54,,1.0735,-0.1777,,0.0246,-0.0486,0.0037,,,,1.73,1.67,4.64,4.68,,,,,,0.76,0.1963,0.1991,-0.0519,-0.5504,0.6984999999999999,67.8,0.0567,-0.0118,0,0
VICI,,,,,33159999999.999996,12.52,31.39,0.0059,2103378.0,11.04,2.84,8.54,1.25,99.17,13.68,0.0389,0.0684,0.1551,0.044,0.3557,0.0559,0.0587,0.1012,0.0612,,,0.62,0.67,0.9921,0.9003,0.6781,,0.73,0.56,-0.0097,-0.0116999999999999,-0.0068,-0.0834,0.1417,46.32,0.0038,0.0022,0,0
VIK,,,,,19430000000.0,35.64,43.9,0.0169,1241730.0,14.4,1.38,3.53,,7.03,20.16,0.3026999999999999,0.2588,,0.2592,1.5654,,0.0542999999999999,,0.1108,0.63,0.61,,,0.3712,0.2065,0.096,,2.25,1.81,0.0015,0.0636,0.0524,-0.1734,0.5321,52.03,0.0372,-0.019,0,0
VLO,,,,,40290000000.0,45.35,128.64,-0.0006,1013946.0,12.87,3.01,0.31,1.72,8.65,8.34,-0.2125,0.4971,0.0796,0.1507,0.1244,0.035,0.0152,0.0373,0.0273,1.56,1.09,0.44,0.46,0.0256999999999999,0.0181,0.0072,,0.96,4.21,0.0291,0.051,-0.0250999999999999,-0.233,0.2999,56.34,0.0154,-0.0154,0,0
VLTO,,,,,24970000000.0,28.81,100.75,-0.0023,320497.0,25.2,3.95,4.73,10.84,20.14,29.02,0.0389,0.0863,0.032,0.0729,0.0455999999999999,0.0037,0.1415,0.4619,0.1772,2.19,1.92,1.14,1.14,0.5937,0.2343,0.1656,,1.24,2.1,0.0265,0.0556,-0.0212,-0.1247,0.2003,61.46,0.0070999999999999,-0.0102,0,0
VMC,,,,,35630000000.0,38.24,269.73,-0.0072,317542.0,26.8,2.61,4.74,4.37,184.47,40.95,0.1393,0.1714,0.0815,0.1464,0.0926,0.0072,0.0617,0.121,0.069,2.42,1.51,0.67,0.68,0.2744,0.2048,0.125,,0.85,6.13,0.0088,0.0788,0.0492,-0.0971,0.2523,58.38,0.0037,-0.0121999999999999,0,0
VOD,,,,,25900000000.0,,10.45,-0.0089,19959517.0,9.16,,0.64,0.38,1.3,2.59,0.115,0.1514,-0.35,0.0923,-0.0438,0.0498,-0.0296,-0.0717,-0.0411,1.26,1.23,0.87,1.01,0.3343,0.1082,-0.1092,,0.52,0.23,0.0821,0.1112,0.1347,-0.016,0.3038,69.2,-0.0029,-0.0076,0,0
VRT,,,,,39940000000.0,60.76,104.81,0.0058,2394364.0,24.11,2.64,4.75,14.96,27.04,30.29,0.2491,0.2201,,0.2302,0.1284,0.0013,0.0782,0.3282,0.1159999999999999,1.72,1.28,1.15,1.18,0.3411999999999999,0.1739,0.0791999999999999,,1.71,4.86,0.0626,0.223,0.0278,-0.3278,0.9545,64.24,0.0335,-0.0273,0,0
VRTX,,,,,111750000000.0,,435.16,0.0026,509172.0,20.9,,10.11,6.77,17.98,,41.8331,0.1567,,,0.2239,,-0.0423,-0.0564,-0.0545,2.65,2.29,0.1,0.1,0.8595999999999999,-0.0299,-0.0895,,0.43,13.56,-0.0448,-0.09,-0.0698,-0.1632999999999999,0.1510999999999999,39.21,0.0176,-0.0152,0,0
VST,,,,,54000000000.0,24.96,159.13,0.0285,4064201.0,19.13,2.91,2.48,22.99,91.34,50.51,-0.0999,0.3217,0.3039,0.0856,0.1246,0.0060999999999999,0.0635,0.4629,0.1086999999999999,0.86,0.77,3.26,3.67,0.4184,0.3485,0.1027,,1.22,7.08,0.0902999999999999,0.2254,0.214,-0.2061,1.3859,66.3,0.0134,0.0118999999999999,0,0
VTR,,,,,86710000000.0,193.56,64.05,0.0063,591238.0,83.38,2.8,17.06,2.52,352.57,78.72,1.7719,0.4589,-0.3013,0.6918000000000001,0.0513,0.0301,0.0056,0.0136,0.006,,,1.07,1.13,0.1942,0.151,0.0279999999999999,,0.92,1.35,-0.0256,-0.0408,0.0078,-0.102,0.3818999999999999,41.36,0.0017,0.005,0,0
VZ,,,,,182920000000.0,10.31,43.38,0.0059,5867884.0,8.99,3.4,1.35,1.82,70.02,8.81,0.0203,0.0306,-0.0229,0.0302999999999999,0.0046999999999999,0.0630999999999999,0.0467999999999999,0.1823,0.0738,0.56,0.53,1.39,1.67,0.4656,0.2296,0.1314,,0.38,0.84,-0.0018,-0.0056999999999999,0.0256999999999999,-0.0836,0.1546,49.28,-0.0017,0.0079,2,1
WAB,,,,,34240000000.000004,31.36,200.08,-0.0005,188958.0,20.55,2.48,3.26,3.3,49.03,23.26,0.1537,0.1158,0.2688,0.1266,0.0513,0.0044,0.0584999999999999,0.1061999999999999,0.0783,1.34,0.73,0.36,0.42,0.3018,0.1621,0.1052999999999999,,1.12,4.64,0.022,0.0818,0.074,-0.051,0.3553,61.03,0.0139999999999999,-0.0141,0,0
WBD,,,,,22260000000.0,,9.0,-0.0026,14566534.0,,,0.58,0.66,5.55,5.13,0.9217,0.5720000000000001,,0.6934999999999999,0.4097999999999999,,-0.0975,-0.2769,-0.1577,0.84,0.84,1.02,1.11,0.2501,0.0147,-0.2818,,1.48,0.41,0.0144,-0.0178,-0.0237,-0.2902,0.3577,51.1,0.0186,-0.0187999999999999,0,0
WCN,,,,,50790000000.0,80.93,196.58,0.0086,356774.0,33.18,6.95,5.59,6.33,456.07,43.82,0.086,0.1375,0.0213,0.1163,0.1074,0.0065,0.032,0.0796,0.0377,0.7,0.7,1.08,1.09,0.289,0.1251,0.0693,,0.62,3.6,0.0113,0.0162,0.0604,-0.0259,0.2251999999999999,55.66,0.0040999999999999,0.0037,0,0
WDAY,,,,,64489999999.99999,133.17,240.96,-0.1143,7028479.0,23.65,7.77,7.42,7.09,8.08,27.73,0.1985,0.1626,,0.1711,0.1838,,0.0294,0.057,0.0399,2.01,1.85,0.37,0.38,0.7558,0.0706,0.0561,,1.27,8.34,-0.0694,-0.0151,-0.0407,-0.1816,0.2042,39.56,-0.0040999999999999,-0.1119999999999999,0,0
WDC,,,,,17520000000.0,9.55,50.22,0.0076,2017356.0,9.17,,1.21,3.38,3.58,17.01,34.3833,0.0839,-0.0024,,-0.0314,0.002,0.1083,0.2845,0.1795,1.56,1.31,1.01,1.49,0.4009,0.22,0.1297,,1.48,1.72,0.0774,0.1934,0.0588999999999999,-0.1857,0.7404999999999999,71.3,0.0195,-0.0124,0,0
WDS,,,,,26430000000.0,7.47,13.94,0.0124,195410.0,19.84,,1.89,0.75,6.74,39.37,-0.3563,-0.2749,0.3875,-0.1534,0.3835,0.0559,0.0612,0.1023,0.0779,1.29,1.17,0.29,0.33,0.4027,0.3709,0.2556,,0.67,0.32,0.0333,0.0349,-0.096,-0.3084,0.2389,58.33,0.016,-0.0029,0,0
WEC,,,,,33950000000.000004,20.76,106.38,0.0084,697551.0,19.02,2.96,3.75,2.62,311.39,83.68,0.0733,0.0684999999999999,0.0615,0.0702,0.0317,0.0335,0.0354,0.1296,0.0552,0.5,0.4,1.27,1.58,0.2879,0.2582,0.1796,,0.44,1.97,-0.0073,-0.0063,0.0673,-0.0414,0.3734,48.65,0.0006,0.0081,0,0
WELL,,,,,97490000000.0,160.71,149.08,0.0148,1086334.0,64.18,7.73,11.4,2.86,27.0,65.77,0.1875,0.2459,-0.0723,0.208,0.1005,0.0187,0.0220999999999999,0.0352,0.0118,,,0.46,0.5,0.1888,0.1629,0.0683,,0.92,3.23,0.0008,0.0078,0.0962,-0.0593,0.4949,52.03,0.0067,0.0086,0,0
WES,,,,,14890000000.0,11.68,39.04,0.0092,481395.0,10.8,,4.09,4.66,33.17,9.86,-0.1598,0.0693,0.2032999999999999,-0.0093,0.0615,0.0935999999999999,0.1035,0.3979,0.1264,1.18,1.17,2.17,2.3,0.5205,0.4278,0.352,,1.1,1.05,0.0254,0.0056999999999999,-0.0021,-0.0997,0.161,54.17,0.0096,-0.0013,0,0
WFC,,,,,237620000000.0,13.12,73.02,-0.005,3907559.0,11.01,1.04,1.91,1.47,,9.37,0.0846,0.139,0.0576999999999999,0.1261,0.0619,0.0232,0.0102,0.1105,0.0544,0.48,,0.92,1.75,,0.192,0.1521,,1.15,1.83,-0.0085,0.0374,0.0727,-0.1036,0.4567,51.77,0.0147,-0.0189,2,1
WIT,,,,,29980000000.0,22.07,2.87,0.0053,2025913.0,18.26,5.92,2.85,3.2,4.8,14.56,0.0046,0.0647,0.0481,0.0373,0.0474,0.0347,0.1075,0.1691,0.1496,2.71,2.7,0.11,0.24,0.3065,0.171,0.1473,,1.03,0.07,-0.0109,-0.0171,-0.119,-0.2427,0.1277,45.66,0.0069999999999999,0.0,0,0
WM,,,,,95280000000.0,35.71,236.78,0.0148,671458.0,27.54,3.62,4.16,11.01,366.4,51.86,0.0571,0.1247,0.1175,0.0984999999999999,0.0757,0.0138,0.0693,0.3400999999999999,0.0848,0.83,0.79,2.65,2.76,0.2889,0.1816,0.1167,,0.66,4.22,0.0233999999999999,0.0322,0.085,-0.0106,0.2044,61.0,0.0033,0.0115,0,0
WMB,,,,,71870000000.0,31.58,58.87,0.0192999999999999,2869707.0,24.3,2.55,6.51,5.77,717.89,35.42,0.125,0.1201,0.211,0.1235999999999999,0.0684,0.0341,0.0424,0.1832,0.0623,0.4,0.36,1.93,2.2,0.392,0.3015,0.2067999999999999,,0.67,1.49,0.0029,0.0055,0.0889,-0.0469,0.4736999999999999,52.44,0.0185,-0.0009,0,0
WMG,,,,,13710000000.0,30.56,26.29,0.0086,504016.0,19.02,7.25,2.17,24.15,21.53,18.05,-0.0767,0.0951,0.1055,0.0421999999999999,0.0771999999999999,0.0276,0.0487,0.892,0.0878999999999999,0.66,0.64,7.95,8.03,0.4146,0.1662,0.0704,,1.26,0.73,-0.0733,-0.1135999999999999,-0.1509,-0.2818,0.0106,31.68,0.0137,-0.0042,0,0
WMT,,,,,769720000000.0,41.22,96.2,0.0029,6804245.0,32.87,4.58,1.12,8.47,82.6,56.92,0.0369,0.1235999999999999,0.0682,0.0899,0.0538999999999999,0.0097,0.0729,0.228,0.1354,0.78,0.22,0.66,0.8,0.2488,0.0433,0.0275,,0.69,2.23,-0.0102,0.0434,0.09,-0.0863,0.4995,51.77,0.0091,-0.0062,2,1
WPC,,,,,13340000000.0,31.41,60.9,0.0113,531460.0,22.63,2.82,8.32,1.59,70.99,14.37,0.1438,0.0617,0.0324,0.1113,0.0558,0.0586,0.0245,0.0501999999999999,0.0264,,,0.94,0.95,0.5775,0.4331,0.2666,,0.83,1.23,-0.0042,-0.002,0.0329,-0.0785,0.1513,49.58,0.011,0.0005,0,0
WPM,,,,,39470000000.0,63.84,86.99,0.0287,797526.0,38.54,3.34,27.06,5.29,36.35,43.82,0.5514,0.0315,0.433,0.1911,0.0947,0.0077,0.083,0.0851,0.0828,11.38,11.38,0.0,0.0,0.6506000000000001,0.5981000000000001,0.4245,,0.45,2.72,0.0586,0.0924,0.3044,-0.0051,0.6738,61.53,0.0088,0.0195,0,0
